gid	n_mu	mid	sids	tf	ttype	impact	eff	de_BM
Zm00001d023239	2	mu1002821|mu1089579	UFMu-00317,UFMu-07363|UFMu-12445	FALSE	mRNA	non-syntenic	missense_variant	1-5
Zm00001d023241	>=3	mu1037655|mu1037656|mu1044584	UFMu-03429|UFMu-02672|UFMu-05390	FALSE	mRNA	moderate	missense_variant	1-5
Zm00001d023249	2	mu1007259|mu1007259	UFMu-00194,UFMu-01735,UFMu-02967,UFMu-03416,UFMu-04376,UFMu-04855|UFMu-10823,UFMu-12595	FALSE	mRNA	moderate	conservative_inframe_insertion	0
Zm00001d023259	1	mu1089582	UFMu-12265	FALSE	mRNA	high	frameshift_variant	0
Zm00001d023260	>=3	mu1022807|mu1046993|mu1046994|mu1046995|mu1094387	UFMu-02088,UFMu-04554|UFMu-06513|UFMu-06160|UFMu-06452|UFMu-13498	FALSE	mRNA	non-syntenic	exon_loss_variant	0
Zm00001d023262	>=3	mu1020066|mu1035560|mu1052090|mu1070137|mu1072191|mu1089577	UFMu-01110|UFMu-03132|UFMu-06539|UFMu-02693|UFMu-02254|UFMu-12968	FALSE	mRNA	non-syntenic	missense_variant	5-10
Zm00001d023264	>=3	mu1010103|mu1018709|mu1037665|mu1046997|mu1055575|mu1055575|mu1058944|mu1066274|mu1094389	UFMu-09544|UFMu-01064|UFMu-04211|UFMu-06526|UFMu-07321|UFMu-13153|UFMu-08183|UFMu-08708|UFMu-13497	FALSE	mRNA	no_change	NA	1-5
Zm00001d023265	>=3	mu1029449|mu1052093|mu1076322	UFMu-02490|UFMu-06536|UFMu-08886	FALSE	mRNA	no_change	NA	1-5
Zm00001d023266	2	mu1046998|mu1085756	UFMu-06254|UFMu-10860	FALSE	mRNA	no_change	NA	0
Zm00001d023267	2	mu1029114|mu1052094	UFMu-02967|UFMu-06921	FALSE	mRNA	no_change	NA	10+
Zm00001d023270	>=3	mu1008830|mu1055576|mu1055576|mu1058946|mu1076323	UFMu-00254|UFMu-07298,UFMu-07881|UFMu-11204|UFMu-07824|UFMu-09371	FALSE	mRNA	moderate	disruptive_inframe_deletion	1-5
Zm00001d023271	1	mu1076325	UFMu-09139	FALSE	mRNA	moderate	missense_variant	0
Zm00001d023272	2	mu1011764|mu1011764	UFMu-03749,UFMu-05399|UFMu-10513,UFMu-10937,UFMu-12675	FALSE	mRNA	high	frameshift_variant	10+
Zm00001d023278	>=3	mu1019495|mu1019495|mu1029505|mu1073203|mu1094393	UFMu-01184,UFMu-11673|UFMu-09986|UFMu-02826|UFMu-03382|UFMu-12046	FALSE	mRNA	high	splice_donor_variant	5-10
Zm00001d023279	>=3	mu1044586|mu1052101|mu1069182|mu1075382|mu1085760	UFMu-05698|UFMu-06813|UFMu-08301|UFMu-05868|UFMu-11016	FALSE	mRNA	moderate	disruptive_inframe_deletion	1-5
Zm00001d023281	>=3	mu1013157|mu1037674|mu1037674|mu1076329|mu1080734	UFMu-01654|UFMu-04161|UFMu-06843|UFMu-08896|UFMu-09419	FALSE	mRNA	high	stop_gained	10+
Zm00001d023283	1	mu1019659	UFMu-00649	FALSE	mRNA	moderate	missense_variant	1-5
Zm00001d023290	1	mu1030784	UFMu-02858	FALSE	mRNA	low	splice_region_variant	1-5
Zm00001d023291	>=3	mu1014540|mu1033799|mu1043748|mu1043749|mu1055583	UFMu-01251,UFMu-02859,UFMu-03264|UFMu-03276,UFMu-04179|UFMu-04988|UFMu-05312,UFMu-10531|UFMu-07248	FALSE	mRNA	moderate	missense_variant	1-5
Zm00001d023292	>=3	mu1021074|mu1023140|mu1031613|mu1058950	UFMu-01672|UFMu-02264|UFMu-03570,UFMu-03883,UFMu-05013,UFMu-06365|UFMu-07855	FALSE	mRNA	high	stop_gained	10+
Zm00001d023293	1	mu1089593	UFMu-12993	FALSE	mRNA	low	synonymous_variant	5-10
Zm00001d023299	>=3	mu1051239|mu1055587|mu1055588|mu1055589|mu1066285|mu1070140|mu1076338|mu1085765	UFMu-05983|UFMu-07411|UFMu-07317|UFMu-07645|UFMu-08788|UFMu-02693|UFMu-09400|UFMu-11052	FALSE	mRNA	high	frameshift_variant	5-10
Zm00001d023301	>=3	mu1021065|mu1021065|mu1055590|mu1066286	UFMu-01467|UFMu-13214,UFMu-13470|UFMu-07301|UFMu-08754	FALSE	mRNA	moderate	missense_variant	10+
Zm00001d023303	1	mu1066288	UFMu-08671	FALSE	mRNA	high	splice_acceptor_variant	10+
Zm00001d023304	>=3	mu1029245|mu1040754|mu1066290	UFMu-02869,UFMu-03500,UFMu-07905|UFMu-04533|UFMu-08671	FALSE	mRNA	non-syntenic	NA	10+
Zm00001d023309	>=3	mu1044590|mu1052110|mu1058957|mu1074691|mu1094399	UFMu-05745|UFMu-06758|UFMu-07740|UFMu-03723|UFMu-11271	FALSE	mRNA	moderate	missense_variant	10+
Zm00001d023311	1	mu1058959	UFMu-07943	FALSE	mRNA	non-syntenic	frameshift_variant	10+
Zm00001d023313	>=3	mu1009289|mu1080737|mu1089599	UFMu-00104|UFMu-09535|UFMu-11169	FALSE	mRNA	moderate	conservative_inframe_insertion	5-10
Zm00001d023318	1	mu1013169	UFMu-01773	FALSE	mRNA	high	frameshift_variant	10+
Zm00001d023320	2	mu1044595|mu1076347	UFMu-05654|UFMu-09325	FALSE	mRNA	no_change	NA	10+
Zm00001d023323	>=3	mu1047007|mu1058967|mu1066296	UFMu-06408|UFMu-07907|UFMu-08352	FALSE	mRNA	no_change	NA	10+
Zm00001d023326	2	mu1044595|mu1080738	UFMu-05654|UFMu-09476	FALSE	mRNA	high	frameshift_variant	5-10
Zm00001d023327	2	mu1044595|mu1080738	UFMu-05654|UFMu-09476	FALSE	mRNA	non-syntenic	intron_variant	5-10
Zm00001d023331	1	mu1047016	UFMu-06409	FALSE	mRNA	moderate	missense_variant	1-5
Zm00001d023332	>=3	mu1019305|mu1019488|mu1085775	UFMu-00908|UFMu-00783|UFMu-10852	TRUE	mRNA	high	frameshift_variant	5-10
Zm00001d023333	>=3	mu1013175|mu1013175|mu1047018|mu1065504|mu1089611	UFMu-01068,UFMu-02255|UFMu-06624|UFMu-06269|UFMu-01068,UFMu-02255|UFMu-12043	FALSE	mRNA	high	frameshift_variant	5-10
Zm00001d023337	1	mu1047019	UFMu-06118	FALSE	mRNA	high	frameshift_variant	5-10
Zm00001d023340	>=3	mu1021363|mu1052120|mu1055602|mu1058969|mu1069187	UFMu-01599|UFMu-06758|UFMu-07436|UFMu-08196|UFMu-08754	FALSE	mRNA	moderate	missense_variant	5-10
Zm00001d023366	>=3	mu1013178|mu1029995|mu1034879|mu1044598|mu1058972|mu1069188|mu1071687|mu1075387	UFMu-01725|UFMu-02516|UFMu-03101|UFMu-05423,UFMu-07286,UFMu-10825,UFMu-11296|UFMu-07749|UFMu-08298|UFMu-02185,UFMu-03101|UFMu-05953,UFMu-08883,UFMu-11018	FALSE	mRNA	no_change	NA	10+
Zm00001d023367	>=3	mu1022365|mu1022918|mu1037695|mu1047024|mu1047024|mu1069189|mu1085777|mu1094407	UFMu-02112|UFMu-01868|UFMu-02985|UFMu-06001,UFMu-08117|UFMu-11158,UFMu-12041,UFMu-13432|UFMu-08579|UFMu-10826|UFMu-11264	FALSE	mRNA	moderate	missense_variant	1-5
Zm00001d023368	>=3	mu1018403|mu1018403|mu1047025|mu1047026|mu1076360|mu1089617	UFMu-01145|UFMu-04756,UFMu-05007,UFMu-05749|UFMu-06161|UFMu-05988|UFMu-09211|UFMu-12042	FALSE	mRNA	high	frameshift_variant	5-10
Zm00001d023370	>=3	mu1018403|mu1018403|mu1047025|mu1047026|mu1089617	UFMu-01145|UFMu-04756,UFMu-05007,UFMu-05749|UFMu-06161|UFMu-05988|UFMu-12042	FALSE	mRNA	high	frameshift_variant	0
Zm00001d023371	>=3	mu1031322|mu1055608|mu1066304|mu1066304	UFMu-02903|UFMu-07222|UFMu-08339|UFMu-11108	FALSE	mRNA	moderate	missense_variant	5-10
Zm00001d023372	>=3	mu1037696|mu1065503|mu1070872|mu1080278|mu1089618|mu1094409	UFMu-03675|UFMu-00649|UFMu-03037|UFMu-03675,UFMu-12241|UFMu-12879|UFMu-11355	FALSE	mRNA	high	frameshift_variant	5-10
Zm00001d023373	1	mu1079295	UFMu-09264	FALSE	mRNA	moderate	missense_variant	5-10
Zm00001d023376	1	mu1074208	UFMu-04167	FALSE	mRNA	high	splice_acceptor_variant	10+
Zm00001d023377	2	mu1066305|mu1083038	UFMu-08803|UFMu-10138	FALSE	mRNA	moderate	missense_variant	0
Zm00001d023378	2	mu1052122|mu1089620	UFMu-07105|UFMu-11949	FALSE	mRNA	high	frameshift_variant	5-10
Zm00001d023379	>=3	mu1058976|mu1069190|mu1079296	UFMu-08143|UFMu-08587|UFMu-09169	FALSE	mRNA	moderate	missense_variant	5-10
Zm00001d023381	1	mu1066307	UFMu-08632	FALSE	mRNA	non-syntenic	NA	0
Zm00001d023391	1	mu1044599	UFMu-05950	FALSE	mRNA	moderate	missense_variant	1-5
Zm00001d023394	>=3	mu1075001|mu1076367|mu1080745|mu1089622	UFMu-05558|UFMu-08886|UFMu-09656|UFMu-11254	FALSE	mRNA	moderate	missense_variant	1-5
Zm00001d023396	>=3	mu1018030|mu1040762|mu1076366	UFMu-01051,UFMu-09531,UFMu-11436,UFMu-12262,UFMu-13136|UFMu-04740|UFMu-09196	FALSE	mRNA	moderate	disruptive_inframe_deletion	5-10
Zm00001d023400	1	mu1089624	UFMu-11149	FALSE	mRNA	moderate	missense_variant	1-5
Zm00001d023402	1	mu1052124	UFMu-06857	TRUE	mRNA	high	splice_donor_variant	5-10
Zm00001d023408	1	mu1044602	UFMu-05570	FALSE	tRNA	non-syntenic	NA	0
Zm00001d023411	1	mu1052126	UFMu-06857	TRUE	mRNA	moderate	missense_variant	5-10
Zm00001d023422	2	mu1035177|mu1089637	UFMu-03397|UFMu-12198	FALSE	mRNA	moderate	missense_variant	0
Zm00001d023423	>=3	mu1008803|mu1037705|mu1040765|mu1047037|mu1083040	UFMu-00129,UFMu-04502|UFMu-04205|UFMu-04353|UFMu-06475|UFMu-10322	FALSE	mRNA	moderate	disruptive_inframe_insertion	5-10
Zm00001d023425	1	mu1035858	UFMu-03418	FALSE	mRNA	low	synonymous_variant	1-5
Zm00001d023426	>=3	mu1055617|mu1082275|mu1094410	UFMu-07145|UFMu-09642|UFMu-13591	FALSE	mRNA	high	frameshift_variant	1-5
Zm00001d023431	2	mu1047041|mu1076368	UFMu-06399|UFMu-09023	FALSE	mRNA	moderate	missense_variant	10+
Zm00001d023432	1	mu1029043	UFMu-02453	FALSE	mRNA	modifier	3_prime_UTR_variant	1-5
Zm00001d023434	>=3	mu1043737|mu1043738|mu1052132|mu1089641	UFMu-04889|UFMu-04889,UFMu-05779,UFMu-06404|UFMu-06941|UFMu-13987	FALSE	mRNA	moderate	missense_variant	5-10
Zm00001d023437	>=3	mu1052136|mu1071689|mu1084598	UFMu-06848|UFMu-01861|UFMu-10193	FALSE	mRNA	high	splice_acceptor_variant	10+
Zm00001d023445	>=3	mu1032234|mu1037706|mu1069192|mu1070876	UFMu-02900|UFMu-02982,UFMu-11142|UFMu-08692,UFMu-10404|UFMu-02900	FALSE	mRNA	moderate	missense_variant	1-5
Zm00001d023446	2	mu1013190|mu1074210	UFMu-02411|UFMu-04170	TRUE	mRNA	low	splice_region_variant	1-5
Zm00001d023459	2	mu1020103|mu1080752	UFMu-00751|UFMu-09464	FALSE	mRNA	moderate	missense_variant	5-10
Zm00001d023468	1	mu1017533	UFMu-00942	FALSE	mRNA	moderate	conservative_inframe_insertion	5-10
Zm00001d023470	1	mu1040769	UFMu-04493	FALSE	mRNA	high	frameshift_variant	5-10
Zm00001d023472	1	mu1032597	UFMu-02810	FALSE	mRNA	modifier	intron_variant	0
Zm00001d023479	>=3	mu1026048|mu1037721|mu1047064	UFMu-06688|UFMu-03703|UFMu-06200	FALSE	mRNA	moderate	missense_variant	5-10
Zm00001d023481	1	mu1017231	UFMu-01049,UFMu-01662	FALSE	mRNA	non-syntenic	NA	10+
Zm00001d023495	1	mu1008375	UFMu-00556	FALSE	mRNA	non-syntenic	NA	5-10
Zm00001d023498	1	mu1055634	UFMu-07256	FALSE	mRNA	non-syntenic	frameshift_variant	1-5
Zm00001d023499	2	mu1089678|mu1094418	UFMu-11358|UFMu-11355	FALSE	mRNA	moderate	missense_variant	5-10
Zm00001d023501	1	mu1047070	UFMu-06512	FALSE	mRNA	high	splice_donor_variant	1-5
Zm00001d023504	2	mu1047078|mu1094420	UFMu-06493|UFMu-11271	FALSE	mRNA	low	splice_region_variant	1-5
Zm00001d023506	2	mu1006344|mu1052165	UFMu-00086,UFMu-11271|UFMu-06712	FALSE	mRNA	high	splice_acceptor_variant	1-5
Zm00001d023507	>=3	mu1019410|mu1044617|mu1044618|mu1055643|mu1075006	UFMu-00580|UFMu-05747|UFMu-05747|UFMu-07456,UFMu-07958|UFMu-05747	TRUE	mRNA	high	frameshift_variant	5-10
Zm00001d023510	>=3	mu1047082|mu1059020|mu1059021|mu1076407|mu1076407|mu1085800	UFMu-06524|UFMu-08221,UFMu-11060,UFMu-11164|UFMu-08221|UFMu-08973,UFMu-11099|UFMu-11303|UFMu-10595	FALSE	mRNA	moderate	missense_variant	10+
Zm00001d023514	>=3	mu1034854|mu1066351|mu1069200|mu1076412|mu1089698	UFMu-03447|UFMu-08814|UFMu-08692|UFMu-09182|UFMu-11204	FALSE	mRNA	high	frameshift_variant	10+
Zm00001d023521	>=3	mu1037742|mu1037742|mu1085806	UFMu-03934,UFMu-06212|UFMu-09482,UFMu-11275|UFMu-10962	FALSE	mRNA	high	splice_acceptor_variant	1-5
Zm00001d023523	>=3	mu1028425|mu1029955|mu1030719|mu1036023|mu1055657|mu1059029|mu1059030|mu1094424	UFMu-01275|UFMu-02975|UFMu-02892|UFMu-03447|UFMu-07517|UFMu-08183|UFMu-08232|UFMu-12278	TRUE	mRNA	non-syntenic	stop_gained	5-10
Zm00001d023525	1	mu1055658	UFMu-07275	FALSE	mRNA	moderate	missense_variant	0
Zm00001d023530	>=3	mu1013212|mu1022173|mu1037744|mu1047096|mu1066356|mu1089706	UFMu-01340,UFMu-04219|UFMu-00903,UFMu-01884|UFMu-03150|UFMu-06171|UFMu-08577|UFMu-11142	FALSE	mRNA	high	frameshift_variant	5-10
Zm00001d023536	>=3	mu1013216|mu1018017|mu1037751|mu1055665|mu1089717|mu1089718	UFMu-02208,UFMu-04979|UFMu-00644,UFMu-09511|UFMu-04165,UFMu-10812|UFMu-07358|UFMu-11697|UFMu-12181	FALSE	mRNA	high	splice_acceptor_variant	5-10
Zm00001d023537	>=3	mu1024721|mu1024721|mu1033794|mu1069204|mu1072136	UFMu-05113|UFMu-09453|UFMu-03214|UFMu-08426|UFMu-01910,UFMu-10402	FALSE	mRNA	non-syntenic	missense_variant	5-10
Zm00001d023538	>=3	mu1009990|mu1037752|mu1066368|mu1087687	UFMu-00166|UFMu-02826|UFMu-08665|UFMu-10884	FALSE	mRNA	high	stop_gained	5-10
Zm00001d023539	>=3	mu1021667|mu1024483|mu1034952|mu1037753|mu1044631|mu1055666|mu1066369|mu1079311|mu1094428	UFMu-01411|UFMu-11271|UFMu-03427|UFMu-03729|UFMu-05939|UFMu-07430|UFMu-08361,UFMu-09411,UFMu-09482,UFMu-10745,UFMu-11275|UFMu-08888|UFMu-12044	TRUE	mRNA	moderate	missense_variant	5-10
Zm00001d023541	1	mu1076432	UFMu-09217	TRUE	mRNA	moderate	missense_variant	1-5
Zm00001d023542	>=3	mu1066371|mu1089722|mu1094430	UFMu-08336|UFMu-11958|UFMu-13041	FALSE	mRNA	low	synonymous_variant	5-10
Zm00001d023543	1	mu1066372	UFMu-08552	FALSE	mRNA	non-syntenic	splice_donor_variant	10+
Zm00001d023544	>=3	mu1007752|mu1007752|mu1012384|mu1021183|mu1044636|mu1072573|mu1076433|mu1076434|mu1079314|mu1094431|mu1094432|mu1094433|mu1094434	UFMu-00255|UFMu-06496,UFMu-06669|UFMu-06571|UFMu-01472,UFMu-04559|UFMu-05761|UFMu-03487|UFMu-09018|UFMu-09268|UFMu-09010|UFMu-11151|UFMu-13872|UFMu-12013|UFMu-12933	FALSE	mRNA	high	stop_lost	10+
Zm00001d023552	1	mu1052194	UFMu-06692	FALSE	mRNA	non-syntenic	NA	10+
Zm00001d023557	>=3	mu1008401|mu1032947|mu1066133	UFMu-00017,UFMu-00593,UFMu-01784,UFMu-02900|UFMu-03031,UFMu-03462,UFMu-04164|UFMu-08754	FALSE	mRNA	moderate	disruptive_inframe_deletion	5-10
Zm00001d023558	2	mu1082956|mu1089338	UFMu-10018|UFMu-11353	TRUE	mRNA	moderate	missense_variant	10+
Zm00001d023560	1	mu1030633	UFMu-02685	FALSE	mRNA	modifier	3_prime_UTR_variant	10+
Zm00001d023564	1	mu1023366	UFMu-02036	FALSE	mRNA	high	start_lost	10+
Zm00001d023565	1	mu1080657	UFMu-09878	TRUE	mRNA	moderate	conservative_inframe_insertion	5-10
Zm00001d023566	2	mu1051953|mu1076177	UFMu-06951|UFMu-09275	FALSE	mRNA	moderate	disruptive_inframe_deletion	5-10
Zm00001d023569	1	mu1082958	UFMu-10375	FALSE	mRNA	moderate	missense_variant	1-5
Zm00001d023576	1	mu1037530	UFMu-03039,UFMu-03770	FALSE	mRNA	modifier	3_prime_UTR_variant	10+
Zm00001d023578	1	mu1089349	UFMu-11405	FALSE	mRNA	moderate	missense_variant	5-10
Zm00001d023579	2	mu1013003|mu1089350	UFMu-01697|UFMu-11344	FALSE	mRNA	high	stop_gained	5-10
Zm00001d023580	1	mu1010358	UFMu-04293,UFMu-06494,UFMu-08151	FALSE	mRNA	moderate	missense_variant	5-10
Zm00001d023582	1	mu1034932	UFMu-03449,UFMu-07521	FALSE	mRNA	moderate	missense_variant	10+
Zm00001d023583	2	mu1018623|mu1066145	UFMu-00871|UFMu-08708	FALSE	mRNA	low	splice_region_variant	10+
Zm00001d023587	1	mu1074169	UFMu-04195	FALSE	mRNA	non-syntenic	missense_variant	10+
Zm00001d023588	1	mu1033941	UFMu-03134	FALSE	mRNA	high	frameshift_variant	0
Zm00001d023590	>=3	mu1022608|mu1022608|mu1051957|mu1055457|mu1066149|mu1071650|mu1071650	UFMu-01834,UFMu-09516,UFMu-10325|UFMu-03659,UFMu-04985,UFMu-05970|UFMu-06595|UFMu-07438|UFMu-08754|UFMu-02360,UFMu-03659|UFMu-12984	FALSE	mRNA	non-syntenic	NA	1-5
Zm00001d023593	1	mu1066153	UFMu-08710	FALSE	mRNA	moderate	missense_variant	5-10
Zm00001d023606	>=3	mu1058836|mu1087647|mu1089387|mu1094336	UFMu-07970|UFMu-11009|UFMu-11975|UFMu-13213	FALSE	mRNA	high	stop_lost	10+
Zm00001d023608	2	mu1013027|mu1037545	UFMu-01407|UFMu-02648	FALSE	mRNA	moderate	missense_variant	5-10
Zm00001d023620	1	mu1082242	UFMu-09510,UFMu-10960	FALSE	mRNA	moderate	missense_variant	1-5
Zm00001d023630	1	mu1076219	UFMu-09012	FALSE	mRNA	high	stop_gained	1-5
Zm00001d023634	>=3	mu1007412|mu1058854|mu1080685	UFMu-00212|UFMu-07720|UFMu-09544	FALSE	mRNA	moderate	missense_variant	5-10
Zm00001d023635	1	mu1013045	UFMu-01797	FALSE	mRNA	high	splice_acceptor_variant	10+
Zm00001d023636	>=3	mu1032245|mu1035181|mu1072183|mu1080688	UFMu-02774|UFMu-03287,UFMu-07178|UFMu-02413,UFMu-03287|UFMu-09986	TRUE	mRNA	moderate	missense_variant	1-5
Zm00001d023650	>=3	mu1044539|mu1044540|mu1046901|mu1055511	UFMu-05790,UFMu-06870|UFMu-05675|UFMu-06215|UFMu-07274	FALSE	mRNA	moderate	missense_variant	1-5
Zm00001d023652	1	mu1082252	UFMu-09492,UFMu-11149	FALSE	mRNA	high	splice_donor_variant	10+
Zm00001d023655	1	mu1082992	UFMu-10010	FALSE	mRNA	moderate	missense_variant	5-10
Zm00001d023658	2	mu1043807|mu1044544	UFMu-04999|UFMu-05430	FALSE	mRNA	high	frameshift_variant	5-10
Zm00001d023659	>=3	mu1046918|mu1058874|mu1084556	UFMu-06526|UFMu-08169|UFMu-10410	TRUE	mRNA	moderate	disruptive_inframe_deletion	10+
Zm00001d023669	2	mu1034307|mu1043786	UFMu-03493|UFMu-05293	TRUE	mRNA	non-syntenic	NA	10+
Zm00001d023671	>=3	mu1031682|mu1058903|mu1058904	UFMu-02648|UFMu-07898|UFMu-07765	FALSE	mRNA	moderate	missense_variant	10+
Zm00001d023680	>=3	mu1008592|mu1076302|mu1080717	UFMu-00076|UFMu-09194|UFMu-09524	FALSE	mRNA	moderate	missense_variant	5-10
Zm00001d023681	1	mu1089569	UFMu-13965	FALSE	mRNA	moderate	disruptive_inframe_deletion	0
Zm00001d023689	1	mu1009934	UFMu-00167	FALSE	mRNA	modifier	5_prime_UTR_variant	5-10
Zm00001d023694	1	mu1084580	UFMu-10388	FALSE	mRNA	high	frameshift_variant	10+
Zm00001d023706	2	mu1079289|mu1083027	UFMu-09139|UFMu-10402	FALSE	mRNA	high	splice_donor_variant	5-10
Zm00001d023710	1	mu1084581	UFMu-10398	FALSE	mRNA	moderate	missense_variant	1-5
Zm00001d023715	2	mu1073201|mu1084582	UFMu-03221|UFMu-10548	FALSE	mRNA	high	exon_loss_variant	10+
Zm00001d023721	2	mu1032721|mu1074197	UFMu-02896|UFMu-04177	FALSE	mRNA	no_change	NA	1-5
Zm00001d023722	1	mu1074198	UFMu-04177	FALSE	mRNA	modifier	intron_variant	0
Zm00001d023723	1	mu1037654	UFMu-04177	FALSE	mRNA	no_change	NA	0
Zm00001d023728	1	mu1037654	UFMu-04177	FALSE	mRNA	no_change	NA	0
Zm00001d023729	1	mu1089580	UFMu-13186	FALSE	mRNA	no_change	NA	1-5
Zm00001d023733	1	mu1037658	UFMu-02847	FALSE	mRNA	modifier	intron_variant	1-5
Zm00001d023734	>=3	mu1037658|mu1037659|mu1046991	UFMu-02847|UFMu-03259|UFMu-06001,UFMu-11158	FALSE	mRNA	no_change	NA	5-10
Zm00001d023735	2	mu1084583|mu1084584	UFMu-10307|UFMu-10411	FALSE	mRNA	no_change	NA	10+
Zm00001d023741	2	mu1034977|mu1080731	UFMu-03264|UFMu-09478	FALSE	mRNA	low	splice_region_variant	1-5
Zm00001d023749	>=3	mu1013154|mu1031143|mu1052088|mu1055571|mu1080732	UFMu-02271|UFMu-02725|UFMu-06715|UFMu-07149|UFMu-09457	FALSE	mRNA	moderate	missense_variant	1-5
Zm00001d023757	1	mu1035783	UFMu-03443	FALSE	mRNA	moderate	missense_variant	1-5
Zm00001d023760	1	mu1094386	UFMu-11317	FALSE	mRNA	moderate	disruptive_inframe_deletion	5-10
Zm00001d023779	1	mu1076321	UFMu-09357	FALSE	mRNA	high	frameshift_variant	5-10
Zm00001d023781	1	mu1055573	UFMu-07329	FALSE	mRNA	moderate	missense_variant	1-5
Zm00001d023784	>=3	mu1022342|mu1037664|mu1037664|mu1065514	UFMu-02112|UFMu-04023|UFMu-05549|UFMu-00710	FALSE	mRNA	moderate	missense_variant	10+
Zm00001d023791	>=3	mu1033913|mu1035726|mu1094388	UFMu-03521|UFMu-03396|UFMu-13003	FALSE	mRNA	moderate	missense_variant	5-10
Zm00001d023795	2	mu1082270|mu1094390	UFMu-09483|UFMu-13525	FALSE	mRNA	moderate	missense_variant	5-10
Zm00001d023797	>=3	mu1013158|mu1070138|mu1085757	UFMu-01365|UFMu-02510|UFMu-10954	FALSE	mRNA	non-syntenic	splice_acceptor_variant	5-10
Zm00001d023802	2	mu1037667|mu1058945	UFMu-03491|UFMu-07995	FALSE	mRNA	moderate	missense_variant	5-10
Zm00001d023807	1	mu1073626	UFMu-04660	FALSE	mRNA	moderate	missense_variant	0
Zm00001d023808	>=3	mu1009800|mu1019544|mu1023374|mu1070868	UFMu-02602|UFMu-01181,UFMu-03614,UFMu-04169,UFMu-07254|UFMu-02157|UFMu-03037	FALSE	mRNA	moderate	missense_variant	5-10
Zm00001d023810	2	mu1043758|mu1076324	UFMu-04904|UFMu-09139	FALSE	mRNA	moderate	missense_variant	1-5
Zm00001d023813	1	mu1084585	UFMu-10382	FALSE	mRNA	low	splice_region_variant	5-10
Zm00001d023820	>=3	mu1052097|mu1075380|mu1080733	UFMu-06758|UFMu-05390|UFMu-09486	FALSE	mRNA	moderate	missense_variant	1-5
Zm00001d023824	>=3	mu1013163|mu1037671|mu1040749	UFMu-01360|UFMu-02703,UFMu-03229,UFMu-06538|UFMu-04791	FALSE	mRNA	moderate	missense_variant	1-5
Zm00001d023825	>=3	mu1043756|mu1043756|mu1070869|mu1073202	UFMu-04988|UFMu-06435|UFMu-02628|UFMu-03287	FALSE	mRNA	moderate	missense_variant	5-10
Zm00001d023830	1	mu1013164	UFMu-01411	FALSE	mRNA	low	splice_region_variant	10+
Zm00001d023833	1	mu1066278	UFMu-08472	FALSE	mRNA	moderate	missense_variant	5-10
Zm00001d023839	>=3	mu1022192|mu1040750|mu1084586	UFMu-01883|UFMu-04712|UFMu-10519	FALSE	mRNA	moderate	disruptive_inframe_deletion	1-5
Zm00001d023841	2	mu1055578|mu1094391	UFMu-07593|UFMu-13149	FALSE	mRNA	moderate	missense_variant	5-10
Zm00001d023846	>=3	mu1034313|mu1043755|mu1072554|mu1087674	UFMu-03296|UFMu-05113|UFMu-03230|UFMu-10913	FALSE	mRNA	non-syntenic	NA	10+
Zm00001d023865	1	mu1044587	UFMu-05719	FALSE	mRNA	moderate	missense_variant	1-5
Zm00001d023867	2	mu1030370|mu1087675	UFMu-02473|UFMu-10993	FALSE	mRNA	modifier	5_prime_UTR_variant	1-5
Zm00001d023880	>=3	mu1043751|mu1043751|mu1043752|mu1047002|mu1085761|mu1085762|mu1094395	UFMu-05269,UFMu-05751,UFMu-06583|UFMu-10511|UFMu-05006|UFMu-06160|UFMu-11033|UFMu-10884|UFMu-11336	FALSE	mRNA	low	synonymous_variant	1-5
Zm00001d023881	>=3	mu1033156|mu1033638|mu1055581	UFMu-02709|UFMu-03466|UFMu-07519	FALSE	mRNA	modifier	5_prime_UTR_variant	1-5
Zm00001d023884	1	mu1052181	UFMu-07003	FALSE	mRNA	non-syntenic	transcript_ablation	0
Zm00001d023885	>=3	mu1019071|mu1024827|mu1024827|mu1026957|mu1076331|mu1085763	UFMu-00955,UFMu-02922,UFMu-05669,UFMu-07393|UFMu-07285|UFMu-11033|UFMu-13533|UFMu-09145|UFMu-10826	FALSE	mRNA	non-syntenic	NA	1-5
Zm00001d023887	2	mu1058949|mu1076332	UFMu-07903|UFMu-09111	FALSE	mRNA	modifier	intron_variant	10+
Zm00001d023888	>=3	mu1030116|mu1085764|mu1089591	UFMu-02869|UFMu-10574|UFMu-11284	FALSE	mRNA	moderate	missense_variant	10+
Zm00001d023896	1	mu1031516	UFMu-02884	FALSE	mRNA	moderate	missense_variant	1-5
Zm00001d023897	>=3	mu1023524|mu1043750|mu1047004|mu1055582	UFMu-01868|UFMu-05344|UFMu-06435|UFMu-07260	FALSE	mRNA	high	splice_acceptor_variant	1-5
Zm00001d023904	>=3	mu1029873|mu1075383|mu1076333	UFMu-02907,UFMu-11279|UFMu-05595|UFMu-08924	FALSE	mRNA	moderate	missense_variant	10+
Zm00001d023905	2	mu1008615|mu1089594	UFMu-00072|UFMu-11975	FALSE	mRNA	non-syntenic	NA	0
Zm00001d023906	2	mu1058953|mu1089594	UFMu-08251|UFMu-11975	FALSE	mRNA	modifier	intron_variant	10+
Zm00001d023908	1	mu1076334	UFMu-09266,UFMu-11281	FALSE	mRNA	modifier	intron_variant	10+
