sorghum3	maize1	maize2
Sobic.004G107900	Zm00001d016154	Zm00001d053442
Sobic.004G108001		
Sobic.004G108100	Zm00001d016152	
Sobic.004G108200	Zm00001d016151	
Sobic.004G108300	Zm00001d016149	Zm00001d053438
Sobic.004G108400	Zm00001d016149	Zm00001d053438
Sobic.004G108501		
Sobic.004G108600	Zm00001d016145	
Sobic.004G108700		
Sobic.004G108800		
Sobic.004G108900		
Sobic.004G109000	Zm00001d016144	
Sobic.004G109100	Zm00001d016143	
Sobic.004G109200		
Sobic.004G109300	Zm00001d016143	
Sobic.004G109400	Zm00001d016143	
Sobic.004G109500		
Sobic.004G109600	Zm00001d016142	Zm00001d053435
Sobic.004G109700	Zm00001d016142	Zm00001d053435
Sobic.004G109750		
Sobic.004G109800	Zm00001d016142	Zm00001d053435
Sobic.004G109900	Zm00001d016140	
Sobic.004G110200	Zm00001d016139	Zm00001d053434
Sobic.004G110300	Zm00001d016137	Zm00001d053434
Sobic.004G110400	Zm00001d016136	Zm00001d053433
Sobic.004G110500	Zm00001d016135	
Sobic.004G110600		
Sobic.004G110700	Zm00001d016132	Zm00001d053429
Sobic.004G111000	Zm00001d016131	Zm00001d053427
Sobic.004G111100	Zm00001d016130	Zm00001d053425
Sobic.004G111200		Zm00001d053424
Sobic.004G111300		
Sobic.004G111400		Zm00001d053424
Sobic.004G111500	Zm00001d016128	
Sobic.004G111600		
Sobic.004G111650		
Sobic.004G111700		Zm00001d053416
Sobic.004G111800		Zm00001d053415
Sobic.004G111900		
Sobic.004G112000		
Sobic.004G112100		Zm00001d053412
Sobic.004G112200	Zm00001d016119	
Sobic.004G112300	Zm00001d016120	Zm00001d053410
Sobic.004G112400		Zm00001d053409
Sobic.004G112500		
Sobic.004G112600		
Sobic.004G112800		Zm00001d053406
Sobic.004G112900		
Sobic.004G113000		
Sobic.004G113100		Zm00001d053404
Sobic.004G113201		
Sobic.004G113300		Zm00001d053401
Sobic.004G113400		Zm00001d053401
Sobic.004G113500		
Sobic.004G113600	Zm00001d016106	Zm00001d053399
Sobic.004G113700		Zm00001d053397
Sobic.004G113800	Zm00001d016105	Zm00001d053396
Sobic.004G113850		
Sobic.004G113900		Zm00001d053395
Sobic.004G114000		
Sobic.004G114100		
Sobic.004G114200	Zm00001d016104	
Sobic.004G114300		
Sobic.004G114400		Zm00001d053394
Sobic.004G114500	Zm00001d016103	Zm00001d053393
Sobic.004G114600	Zm00001d016098	
Sobic.004G114700		
Sobic.004G114800	Zm00001d016100	
Sobic.004G115000	Zm00001d016095	Zm00001d053391
Sobic.004G115100		
Sobic.004G115200		
Sobic.004G115350	Zm00001d016084	Zm00001d053379
Sobic.004G115500	Zm00001d016083	
Sobic.004G115600	Zm00001d016082	
Sobic.004G115700	Zm00001d016081	Zm00001d053382
Sobic.004G115750		
Sobic.004G115800	Zm00001d016077	
Sobic.004G115900	Zm00001d016076	
Sobic.004G115950		
Sobic.004G116000	Zm00001d016075	Zm00001d053378
Sobic.004G116050		
Sobic.004G116100	Zm00001d016072	Zm00001d053377
Sobic.004G116200		
Sobic.004G116300	Zm00001d016070	
Sobic.004G116400	Zm00001d016066	Zm00001d053358
Sobic.004G116500		Zm00001d053356
Sobic.004G116600	Zm00001d016063	Zm00001d053354
Sobic.004G116800	Zm00001d016062	Zm00001d053352
Sobic.004G116900		Zm00001d053351
Sobic.004G117000		
Sobic.004G117200	Zm00001d016061	Zm00001d053359
Sobic.004G117300	Zm00001d016060	
Sobic.004G117400		Zm00001d053367
Sobic.004G117466		
Sobic.004G117532		
Sobic.004G117600	Zm00001d016052	Zm00001d053369
Sobic.004G117800	Zm00001d016049	Zm00001d053371
Sobic.004G117850		
Sobic.004G117900	Zm00001d016044	Zm00001d053372
Sobic.004G117950		
Sobic.004G118000		
Sobic.004G118100		Zm00001d053373
Sobic.004G118200	Zm00001d016041	
Sobic.004G118400		Zm00001d053374
Sobic.004G118300		
Sobic.004G118500		Zm00001d053375
Sobic.004G118600		
Sobic.004G118700		Zm00001d053376
Sobic.004G118800		
Sobic.004G118900		
Sobic.004G119000		
Sobic.004G119100		
Sobic.004G119200		
Sobic.004G119300		
Sobic.004G119400	Zm00001d016037	
Sobic.004G119500	Zm00001d016036	
Sobic.004G119600	Zm00001d016035	
Sobic.004G119700	Zm00001d016034	
Sobic.004G119800	Zm00001d016024	
Sobic.004G119900	Zm00001d016024	
Sobic.004G120000	Zm00001d016024	
Sobic.004G120100		
Sobic.004G120150		
Sobic.004G120200		
Sobic.004G120233		
Sobic.004G120266		
Sobic.004G120300		
Sobic.004G120400		
Sobic.004G120500		
Sobic.004G120550		
Sobic.004G120600		
Sobic.004G120733		
Sobic.004G120866		
Sobic.004G121000		
Sobic.004G121100		
Sobic.004G121200	Zm00001d016031	
Sobic.004G121300	Zm00001d016029	
Sobic.004G121400		
Sobic.004G121500	Zm00001d016024	
Sobic.004G121600	Zm00001d016024	
Sobic.004G121700	Zm00001d016024	
Sobic.004G121800	Zm00001d016024	
Sobic.004G121900	Zm00001d016024	
Sobic.004G122000	Zm00001d016021	
Sobic.004G122100		
Sobic.004G122200	Zm00001d016019	
Sobic.004G122300		
Sobic.004G122500	Zm00001d016016	
Sobic.004G122600	Zm00001d016008	
Sobic.004G122700		
Sobic.004G122800	Zm00001d016006	
Sobic.004G122900	Zm00001d016002	
Sobic.004G123000		Zm00001d053306
Sobic.004G123100	Zm00001d016001	Zm00001d053307
Sobic.004G123200		
Sobic.004G123300		
Sobic.004G123400	Zm00001d016000	
Sobic.004G123600	Zm00001d015999	
Sobic.004G123801		
Sobic.004G124000		
Sobic.004G124100	Zm00001d015997	
Sobic.004G124200	Zm00001d015992	Zm00001d053308
Sobic.004G124250		
Sobic.004G124300	Zm00001d015990	
Sobic.004G124400		Zm00001d053342
Sobic.004G124500		Zm00001d053334
Sobic.004G124601		
Sobic.004G124700	Zm00001d015988	
Sobic.004G124800		Zm00001d053327
Sobic.004G124900		
Sobic.004G125100		Zm00001d053327
Sobic.004G125200		
Sobic.004G125300		Zm00001d053327
Sobic.004G125400	Zm00001d015986	
Sobic.004G125500		
Sobic.004G125700	Zm00001d015986	
Sobic.004G125600		
Sobic.004G125701		
Sobic.004G125800	Zm00001d015985	
Sobic.004G125900	Zm00001d015984	
Sobic.004G126000		Zm00001d053301
Sobic.004G126050		
Sobic.004G126100		
Sobic.004G126200		
Sobic.004G126500		
Sobic.004G126601		
Sobic.004G126700	Zm00001d015977	Zm00001d053320
Sobic.004G126900		
Sobic.004G127000		
Sobic.004G127066		
Sobic.004G127132		
Sobic.004G127200	Zm00001d015977	Zm00001d053320
Sobic.004G127300		
Sobic.004G127350		
Sobic.004G127400		Zm00001d053316
Sobic.004G127500		
Sobic.004G127600	Zm00001d015976	
Sobic.004G127650		
Sobic.004G127700		
Sobic.004G127733		
Sobic.004G127766		
Sobic.004G127800		Zm00001d053313
Sobic.004G127900	Zm00001d015974	
Sobic.004G128000	Zm00001d015973	
Sobic.004G128100		
Sobic.004G128200	Zm00001d015971	
Sobic.004G128400		
Sobic.004G128500	Zm00001d015918	Zm00001d053346
Sobic.004G128600	Zm00001d015921	
Sobic.004G128633		
Sobic.004G128666		
Sobic.004G128700	Zm00001d015925	
Sobic.004G128800	Zm00001d015927	
Sobic.004G128900	Zm00001d015929	
Sobic.004G129100		Zm00001d053348
Sobic.004G129201		
Sobic.004G129300	Zm00001d015932	
Sobic.004G129400	Zm00001d015934	
Sobic.004G129500		
Sobic.004G129600	Zm00001d015965	Zm00001d053298
Sobic.004G129700	Zm00001d015964	
Sobic.004G129750		
Sobic.004G129800	Zm00001d015964	
Sobic.004G129900	Zm00001d015963	
Sobic.004G130001		
Sobic.004G130100		Zm00001d053296
Sobic.004G130200		
Sobic.004G130300		
Sobic.004G130400	Zm00001d015962	
Sobic.004G130500	Zm00001d015960	
Sobic.004G130600		Zm00001d053293
Sobic.004G130700		
Sobic.004G130800	Zm00001d015956	
Sobic.004G130850		
Sobic.004G130900	Zm00001d015952	Zm00001d053289
Sobic.004G130916		
Sobic.004G130932		
Sobic.004G130948		
Sobic.004G130964		
Sobic.004G130980		
Sobic.004G131040	Zm00001d015948	
Sobic.004G131100	Zm00001d015945	
Sobic.004G131200		
Sobic.004G131300	Zm00001d015955	
Sobic.004G131350		
Sobic.004G131400	Zm00001d015936	
Sobic.004G131501		
Sobic.004G131600		
Sobic.004G131700		
Sobic.004G131800		
Sobic.004G131900		
Sobic.004G132000		
Sobic.004G132100		
Sobic.004G132150		
Sobic.004G132200		
Sobic.004G132300	Zm00001d015968	
Sobic.004G132350		
Sobic.004G132400		
Sobic.004G132600		
Sobic.004G132700		
Sobic.004G132800		
Sobic.004G132900	Zm00001d015969	
Sobic.004G133000	Zm00001d015969	
Sobic.004G133100		
Sobic.004G133201		
Sobic.004G133301	Zm00001d015970	
Sobic.004G133400	Zm00001d015917	
Sobic.004G133500	Zm00001d015914	
Sobic.004G133550		
Sobic.004G133600	Zm00001d015912	
Sobic.004G133700		
Sobic.004G133750		
Sobic.004G133800		
Sobic.004G133850		
Sobic.004G133900		
Sobic.004G134000		
Sobic.004G134100		
Sobic.004G134200		
Sobic.004G134300		
Sobic.004G134400		
Sobic.004G134500		
Sobic.004G134600	Zm00001d015901	
Sobic.004G134700		
Sobic.004G134801		
Sobic.004G134900		
Sobic.004G135000		
Sobic.004G135200		
Sobic.004G135300		
Sobic.004G135333		
Sobic.004G135366		
Sobic.004G135400		
Sobic.004G135500		
Sobic.004G135600		
Sobic.004G135700		
Sobic.004G135800		
Sobic.004G135900		
Sobic.004G136100		
Sobic.004G136200		
Sobic.004G136300	Zm00001d015890	
Sobic.004G136333		
Sobic.004G136366		
Sobic.004G136400		
Sobic.004G136500		
Sobic.004G136600	Zm00001d015905	
Sobic.004G136701		
Sobic.004G136800		
Sobic.004G136901		
Sobic.004G137000		
Sobic.004G137200	Zm00001d015899	
Sobic.004G137300		
Sobic.004G137400		
Sobic.004G137500		
Sobic.004G137601		
Sobic.004G137701	Zm00001d015900	
Sobic.004G137801		
Sobic.004G137900	Zm00001d015895	
Sobic.004G138000		
Sobic.004G138100	Zm00001d016444	
Sobic.004G138200		
Sobic.004G138300		
Sobic.004G138350		
Sobic.004G138400	Zm00001d016457	
Sobic.004G138450		
Sobic.004G138500		
Sobic.004G138600		
Sobic.004G138650		
Sobic.004G138700		
Sobic.004G138750		
Sobic.004G138800	Zm00001d016458	
Sobic.004G138850		
Sobic.004G138900		
Sobic.004G139000		
Sobic.004G139100		
Sobic.004G139201		
Sobic.004G139300		
Sobic.004G139400		
Sobic.004G139450		
Sobic.004G139500		
Sobic.004G139700	Zm00001d016459	
Sobic.004G139800		
Sobic.004G139900	Zm00001d016461	
Sobic.004G140000		
Sobic.004G140200		
Sobic.004G140300	Zm00001d016463	
Sobic.004G140400		
Sobic.004G140501		
Sobic.004G140600	Zm00001d016465	
Sobic.004G140800		
Sobic.004G140850		
Sobic.004G140900		
Sobic.004G141000	Zm00001d016469	
Sobic.004G141100	Zm00001d016470	
Sobic.004G141200	Zm00001d016471	
Sobic.004G141300		
Sobic.004G141400	Zm00001d016472	
Sobic.004G141500		
Sobic.004G141600	Zm00001d016473	
Sobic.004G141700		
Sobic.004G141800	Zm00001d016452	
Sobic.004G142000		
Sobic.004G142201		
Sobic.004G142400		
Sobic.004G142500		
Sobic.004G142700		
Sobic.004G142800	Zm00001d016446	
Sobic.004G142900		
Sobic.004G143000		
Sobic.004G143100	Zm00001d016453	
Sobic.004G143201		
Sobic.004G143300	Zm00001d016456	
Sobic.004G143400		
Sobic.004G143475		
Sobic.004G143550		
Sobic.004G143625		
Sobic.004G143700	Zm00001d016474	
Sobic.004G143801		
Sobic.004G143900		
Sobic.004G144000		
Sobic.004G144050		
Sobic.004G144100		
Sobic.004G144150		
Sobic.004G144200		
Sobic.004G144300		
Sobic.004G144400	Zm00001d016475	
Sobic.004G144433		
Sobic.004G144466		
Sobic.004G144500	Zm00001d016477	
Sobic.004G144700		
Sobic.004G144600		
Sobic.004G144800		
Sobic.004G145000	Zm00001d016479	
Sobic.004G145200	Zm00001d016483	
Sobic.004G145300		
Sobic.004G145550		
Sobic.004G145500	Zm00001d016486	
Sobic.004G145600	Zm00001d016490	
Sobic.004G145701	Zm00001d016491	Zm00001d053239
Sobic.004G145801	Zm00001d016491	Zm00001d053239
Sobic.004G145900	Zm00001d016492	
Sobic.004G146000		
Sobic.004G146100		
Sobic.004G146150		
Sobic.004G146200	Zm00001d016493	
Sobic.004G146300		Zm00001d053244
Sobic.004G146400		
Sobic.004G146500	Zm00001d016496	Zm00001d053245
Sobic.004G146600	Zm00001d016500	Zm00001d053247
Sobic.004G146700		
Sobic.004G146800	Zm00001d016501	
Sobic.004G146900		
Sobic.004G147050		
Sobic.004G147200		
Sobic.004G147300	Zm00001d016505	
Sobic.004G147400		
Sobic.004G147500	Zm00001d016506	
Sobic.004G147600		
Sobic.004G147700	Zm00001d016510	
Sobic.004G147800	Zm00001d016512	
Sobic.004G147900		Zm00001d053249
Sobic.004G147950		
Sobic.004G148000		Zm00001d053249
Sobic.004G148100		Zm00001d053249
Sobic.004G148200		Zm00001d053249
Sobic.004G148300		Zm00001d053249
Sobic.004G148400		Zm00001d053249
Sobic.004G148500		
Sobic.004G148600		
Sobic.004G148750		
Sobic.004G148900		
Sobic.004G149000		
Sobic.004G149100		
Sobic.004G149150		
Sobic.004G149200		
Sobic.004G149400		
Sobic.004G149433		
Sobic.004G149466		
Sobic.004G149500		
Sobic.004G149600		
Sobic.004G149700		
Sobic.004G149800	Zm00001d016516	Zm00001d053251
Sobic.004G150200		
Sobic.004G150300		
Sobic.004G150400	Zm00001d016520	
Sobic.004G150600		
Sobic.004G150650		
Sobic.004G150700		
Sobic.004G150800	Zm00001d016522	
Sobic.004G150901		
Sobic.004G151000		
Sobic.004G151200	Zm00001d016528	
Sobic.004G151300	Zm00001d016530	
Sobic.004G151400	Zm00001d016531	
Sobic.004G151500	Zm00001d016535	
Sobic.004G151600	Zm00001d016542	
Sobic.004G151700		
Sobic.004G151800		
Sobic.004G151900		
Sobic.004G152000		
Sobic.004G152100	Zm00001d016543	
Sobic.004G152200	Zm00001d016544	
Sobic.004G152300	Zm00001d016545	Zm00001d050544
Sobic.004G152400	Zm00001d016549	
Sobic.004G152501		
Sobic.004G152601		
Sobic.004G152700	Zm00001d016549	
Sobic.004G152800	Zm00001d016550	
Sobic.004G152900	Zm00001d016551	
Sobic.004G153000		Zm00001d050550
Sobic.004G153100		
Sobic.004G153200	Zm00001d016552	Zm00001d050551
Sobic.004G153300		Zm00001d050552
Sobic.004G153400	Zm00001d016553	
Sobic.004G153501		
Sobic.004G153600		
Sobic.004G153700		Zm00001d050553
Sobic.004G153800		
Sobic.004G153900		
Sobic.004G154000	Zm00001d016558	
Sobic.004G154100		
Sobic.004G154200	Zm00001d016557	
Sobic.004G154300	Zm00001d016559	
Sobic.004G154400	Zm00001d016561	Zm00001d050557
Sobic.004G154466		
Sobic.004G154532		
Sobic.004G154600	Zm00001d016564	
Sobic.004G154700		
Sobic.004G154800		
Sobic.004G154900		Zm00001d050558
Sobic.004G155000		
Sobic.004G155100	Zm00001d016566	
Sobic.004G155150		
Sobic.004G155200	Zm00001d016567	
Sobic.004G155300	Zm00001d016568	
Sobic.004G155400	Zm00001d016570	Zm00001d050563
Sobic.004G155600		Zm00001d050565
Sobic.004G155700	Zm00001d016571	
Sobic.004G155800	Zm00001d016572	Zm00001d050567
Sobic.004G155900	Zm00001d016577	
Sobic.004G156000	Zm00001d016580	
Sobic.004G156100		Zm00001d050572
Sobic.004G156200	Zm00001d016581	
Sobic.004G156250		
Sobic.004G156300	Zm00001d016582	
Sobic.004G156400		
Sobic.004G156500		
Sobic.004G156600		
Sobic.004G156666		
Sobic.004G156732		
Sobic.004G156800	Zm00001d016595	
Sobic.004G156900	Zm00001d016593	
Sobic.004G156950		
Sobic.004G157000	Zm00001d016591	Zm00001d050575
Sobic.004G157050		
Sobic.004G157100	Zm00001d016590	Zm00001d050577
Sobic.004G157200		
Sobic.004G157300	Zm00001d016588	
Sobic.004G157400		
Sobic.004G157500		
Sobic.004G157550		
Sobic.004G157600	Zm00001d016587	
Sobic.004G157700	Zm00001d016586	Zm00001d050580
Sobic.004G157800	Zm00001d016584	
Sobic.004G157900		
Sobic.004G157950		
Sobic.004G158000	Zm00001d016599	
Sobic.004G158050		
Sobic.004G158100	Zm00001d016601	
Sobic.004G158200	Zm00001d016602	
Sobic.004G158300	Zm00001d016604	Zm00001d050583
Sobic.004G158400	Zm00001d016606	Zm00001d050584
Sobic.004G158500	Zm00001d016607	
Sobic.004G158600	Zm00001d016613	
Sobic.004G158700	Zm00001d016615	
Sobic.004G158800		
Sobic.004G158901	Zm00001d016616	
Sobic.004G159000	Zm00001d016619	
Sobic.004G159100		
Sobic.004G159200	Zm00001d016620	Zm00001d050603
Sobic.004G159400	Zm00001d016621	Zm00001d050600
Sobic.004G159500	Zm00001d016623	
Sobic.004G159600		
Sobic.004G159733	Zm00001d016625	
Sobic.004G159866		
Sobic.004G160000		
Sobic.004G160100	Zm00001d016632	
Sobic.004G160200	Zm00001d016634	Zm00001d050604
Sobic.004G160300	Zm00001d016635	
Sobic.004G160350		
Sobic.004G160400		
Sobic.004G160500	Zm00001d016636	
Sobic.004G160600	Zm00001d016637	
Sobic.004G160700	Zm00001d016640	Zm00001d050606
Sobic.004G160750		
Sobic.004G160800	Zm00001d016647	
Sobic.004G160950	Zm00001d016648	
Sobic.004G161100		
Sobic.004G161200	Zm00001d016648	
Sobic.004G161301		
Sobic.004G161400	Zm00001d016648	
Sobic.004G161501		
Sobic.004G161600	Zm00001d016653	
Sobic.004G161650		
Sobic.004G161701	Zm00001d016653	
Sobic.004G161751		
Sobic.004G161800	Zm00001d016655	
Sobic.004G161850		
Sobic.004G161900	Zm00001d016659	
Sobic.004G162000	Zm00001d016660	Zm00001d050635
Sobic.004G162100		
Sobic.004G162200	Zm00001d016662	
Sobic.004G162300		
Sobic.004G162400	Zm00001d016664	
Sobic.004G162500	Zm00001d016665	Zm00001d050637
Sobic.004G162600	Zm00001d016666	
Sobic.004G162700		
Sobic.004G162800		
Sobic.004G162900	Zm00001d016669	
Sobic.004G163000		Zm00001d050642
Sobic.004G163100	Zm00001d016671	
Sobic.004G163200	Zm00001d016674	
Sobic.004G163300	Zm00001d016675	
Sobic.004G163350		
Sobic.004G163400	Zm00001d016681	
Sobic.004G163500	Zm00001d016682	
Sobic.004G163600	Zm00001d016683	
Sobic.004G163700	Zm00001d016684	
Sobic.004G163800		Zm00001d050645
Sobic.004G163900	Zm00001d016686	
Sobic.004G164000	Zm00001d016687	
Sobic.004G164100	Zm00001d016690	
Sobic.004G164200	Zm00001d016691	
Sobic.004G164300	Zm00001d016692	
Sobic.004G164400		
Sobic.004G164500		
Sobic.004G164600		
Sobic.004G164650		
Sobic.004G164700	Zm00001d016693	
Sobic.004G164800	Zm00001d016694	
Sobic.004G165000	Zm00001d016695	
Sobic.004G165100		Zm00001d050649
Sobic.004G165200	Zm00001d016696	
Sobic.004G165300	Zm00001d016697	
Sobic.004G165400		
Sobic.004G165500	Zm00001d016698	
Sobic.004G165600		
Sobic.004G165700	Zm00001d016702	
Sobic.004G165800		
Sobic.004G165900	Zm00001d016707	
Sobic.004G166000		
Sobic.004G166100		
Sobic.004G166200		
Sobic.004G166301		
Sobic.004G166400	Zm00001d016705	
Sobic.004G166500	Zm00001d016704	
Sobic.004G166600	Zm00001d016703	
Sobic.004G166700	Zm00001d016708	
Sobic.004G166800		
Sobic.004G166900	Zm00001d016714	
Sobic.004G167000	Zm00001d016715	
Sobic.004G167100		Zm00001d050655
Sobic.004G167200		Zm00001d050658
Sobic.004G167300	Zm00001d016745	
Sobic.004G167400	Zm00001d016744	
Sobic.004G167500	Zm00001d016743	
Sobic.004G167600		
Sobic.004G167700	Zm00001d016741	
Sobic.004G167800	Zm00001d016740	
Sobic.004G167900	Zm00001d016738	
Sobic.004G168000		
Sobic.004G168100		
Sobic.004G168150		
Sobic.004G168200		
Sobic.004G168300	Zm00001d016737	Zm00001d050664
Sobic.004G168366		
Sobic.004G168432		
Sobic.004G168500	Zm00001d016736	Zm00001d050666
Sobic.004G168600	Zm00001d016735	
Sobic.004G168700	Zm00001d016733	
Sobic.004G168800	Zm00001d016732	Zm00001d050669
Sobic.004G168900		
Sobic.004G169000	Zm00001d016731	
Sobic.004G169100		
Sobic.004G169200	Zm00001d016730	
Sobic.004G169300	Zm00001d016730	
Sobic.004G169401		
Sobic.004G169501		
Sobic.004G169600	Zm00001d016746	
Sobic.004G169700	Zm00001d016718	Zm00001d050671
Sobic.004G169800		
Sobic.004G169900	Zm00001d016719	Zm00001d050689
Sobic.004G169966		
Sobic.004G170032		
Sobic.004G170100		
Sobic.004G170200	Zm00001d016720	Zm00001d050694
Sobic.004G170300	Zm00001d016721	
Sobic.004G170400	Zm00001d016722	Zm00001d050696
Sobic.004G170500	Zm00001d016723	Zm00001d050697
Sobic.004G170600		
Sobic.004G170700	Zm00001d016755	Zm00001d050698
Sobic.004G170800	Zm00001d016756	Zm00001d050700
Sobic.004G170900	Zm00001d016758	Zm00001d050705
Sobic.004G171000	Zm00001d016760	
Sobic.004G171100	Zm00001d016762	
Sobic.004G171200		Zm00001d050708
Sobic.004G171300		
Sobic.004G171350		
Sobic.004G171400		
Sobic.004G171500		
Sobic.004G171600		
Sobic.004G171700	Zm00001d016764	Zm00001d050712
Sobic.004G171800		
Sobic.004G171900		
Sobic.004G172000		
Sobic.004G172100	Zm00001d016765	
Sobic.004G172201		
Sobic.004G172300		
Sobic.004G172350		
Sobic.004G172400		Zm00001d050714
Sobic.004G172500	Zm00001d016766	Zm00001d050715
Sobic.004G172600	Zm00001d016767	
Sobic.004G172700	Zm00001d016768	Zm00001d050716
Sobic.004G172800		
Sobic.004G173100	Zm00001d016770	
Sobic.004G173200	Zm00001d016771	
Sobic.004G173300	Zm00001d016772	
Sobic.004G173400	Zm00001d016773	
Sobic.004G173500	Zm00001d016783	Zm00001d050723
Sobic.004G173600	Zm00001d016786	
Sobic.004G173700	Zm00001d016787	
Sobic.004G173800		
Sobic.004G173900		
Sobic.004G174000	Zm00001d016788	
Sobic.004G174100	Zm00001d016792	
Sobic.004G174200		
Sobic.004G174301		
Sobic.004G174400	Zm00001d016793	Zm00001d050730
Sobic.004G174500		
Sobic.004G174600	Zm00001d016794	
Sobic.004G174700	Zm00001d016797	
Sobic.004G174800	Zm00001d016798	
Sobic.004G174900		
Sobic.004G175000	Zm00001d016799	
Sobic.004G175300	Zm00001d016801	
Sobic.004G175200	Zm00001d016800	
Sobic.004G175400		
Sobic.004G175500	Zm00001d016802	
Sobic.004G175600		Zm00001d050735
Sobic.004G175700	Zm00001d016803	
Sobic.004G175800		
Sobic.004G175900		
Sobic.004G176000	Zm00001d016804	
Sobic.004G176100	Zm00001d016823	
Sobic.004G176200	Zm00001d016822	Zm00001d050737
Sobic.004G176300	Zm00001d016817	
Sobic.004G176400	Zm00001d016816	
Sobic.004G176500	Zm00001d016815	
Sobic.004G176550		
Sobic.004G176600	Zm00001d016814	
Sobic.004G176700	Zm00001d016811	
Sobic.004G176800	Zm00001d016810	
Sobic.004G176900	Zm00001d016807	
Sobic.004G176950		
Sobic.004G177000	Zm00001d016806	
Sobic.004G177050		
Sobic.004G177100	Zm00001d016824	
Sobic.004G177300	Zm00001d016825	Zm00001d050741
Sobic.004G177400		Zm00001d050747
Sobic.004G177500	Zm00001d016826	Zm00001d050748
Sobic.004G177600	Zm00001d016827	Zm00001d050753
Sobic.004G177700	Zm00001d016832	Zm00001d050755
Sobic.004G177900		
Sobic.004G178000		Zm00001d050768
Sobic.004G178100	Zm00001d016834	Zm00001d050775
Sobic.004G178200	Zm00001d016835	
Sobic.004G178300	Zm00001d016836	
Sobic.004G178400	Zm00001d016837	
Sobic.004G178500	Zm00001d016838	Zm00001d050781
Sobic.004G178550		
Sobic.004G178600		
Sobic.004G178700		
Sobic.004G178800		
Sobic.004G178901		
Sobic.004G179000		
Sobic.004G179100		
Sobic.004G179200		
Sobic.004G179300	Zm00001d016855	
Sobic.004G179400	Zm00001d016854	
Sobic.004G179500	Zm00001d016853	
Sobic.004G179600	Zm00001d016850	Zm00001d050783
Sobic.004G179700	Zm00001d016851	Zm00001d050785
Sobic.004G179800	Zm00001d016849	
Sobic.004G179900	Zm00001d016848	Zm00001d050787
Sobic.004G180000		
Sobic.004G180033		
Sobic.004G180066		
Sobic.004G180100		
Sobic.004G180200	Zm00001d016846	
Sobic.004G180301		
Sobic.004G180400		Zm00001d050790
Sobic.004G180500		
Sobic.004G180600	Zm00001d016845	
Sobic.004G180700	Zm00001d016842	
Sobic.004G180800		
Sobic.004G180900		Zm00001d050793
Sobic.004G180950		
Sobic.004G181000	Zm00001d016841	
Sobic.004G181100		
Sobic.004G181200	Zm00001d016840	Zm00001d050798
Sobic.004G181300	Zm00001d016840	Zm00001d050798
Sobic.004G181400	Zm00001d016840	Zm00001d050798
Sobic.004G181500	Zm00001d016839	
Sobic.004G181600	Zm00001d016856	Zm00001d050800
Sobic.004G181700	Zm00001d016856	Zm00001d050800
